#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-23T20:41:48 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-23T20:41:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/142/71/table3&-order=I&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=pmRA3&-out=e_pmRA3&-out=pmDE3&-out=e_pmDE3&-out=Bmag&-out=V-I&-out=U-B&-out=B-V&-out=Jmag&-out=Hmag&-out=Kmag&-out=U&U=U&-out=2M&2M=2M&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51420071
#Name: J/AJ/142/71
#Title: Proper motions and photometry of stars near NGC7380 (Chen+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/aj/142/71	    IVOID of underlying data collection
#INFO	creator=Chen W.P.	    First author or institution
#INFO	cites=bibcode:2011AJ....142...71C	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/142/71	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51420071	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-01-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_142_71_table3:
#Name: J/AJ/142/71/table3
#Title: Proper motions and photometry of stars near NGC 7380
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F7.3)	SHAO proper motion along RA (1)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	Uncertainty in pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	SHAO proper motion along DE (1)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	Uncertainty in pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	pmRA3	(F5.1)	UCAC3 proper motion along RA (Cat. I/315)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA3	(F4.1)	Uncertainty in pmRA3	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE3	(F5.1)	UCAC3 proper motion along DE (Cat. I/315)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE3	(F4.1)	Uncertainty in pmDE3	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Bmag	(F6.3)	The B band magnitude	[ucd=phot.mag;em.opt.B]
#Column	V-I	(F6.3)	The (V-I) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	U-B	(F6.3)	The (U-B) color index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F6.3)	The (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Jmag	(F6.3)	2MASS J band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude	[ucd=phot.mag;em.IR.K]
#Column	U	(A1)	Display the UCAC data for this star (Zacharias et al. Cat. I/315, I/322)	[ucd=meta.ref.url]
#Column	2M	(A2)	Display the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
_RAJ2000;_DEJ2000;RAJ2000;DEJ2000;pmRA;e_pmRA;pmDE;e_pmDE;pmRA3;e_pmRA3;pmDE3;e_pmDE3;Bmag;V-I;U-B;B-V;Jmag;Hmag;Kmag;U;2M
#deg;deg;"h:m:s";"d:m:s";mas/yr;mas/yr;mas/yr;mas/yr;mas/yr;mas/yr;mas/yr;mas/yr;mag;mag;mag;mag;mag;mag;mag; ;
#-----------;-----------;-----------;-----------;-------;------;-------;------;-----;----;-----;----;------;------;------;------;------;------;------;-;--
341.2367083;+58.1181111;22 44 56.81;+58 07 05.2; -6.450; 0.755; -0.999; 1.383; -6.5; 2.6; -4.8; 2.9;13.120; 1.777; 1.828; 1.652;10.017; 9.249; 9.035;U;2M
341.2372500;+58.1858333;22 44 56.94;+58 11 09.0;  3.952; 1.542; -4.769; 2.025;  7.0; 5.3;  3.0; 3.2;14.359; 1.019; 0.535; 0.792;12.667;12.312;12.267;U;2M
341.2417500;+57.9075556;22 44 58.02;+57 54 27.2; -0.407; 1.014; -2.096; 1.564; -5.1; 1.7; -6.6; 3.6;14.214; 0.607; 0.550; 0.490;13.138;12.979;12.940;U;2M
341.2432083;+58.3623611;22 44 58.37;+58 21 44.5; -1.215; 0.334; -1.026; 0.863; -2.9; 0.7; -1.8; 0.8;12.171; 0.615; 1.248; 0.460;11.141;11.056;10.950;U;2M
341.2501667;+58.1923333;22 45 00.04;+58 11 32.4; -0.451; 0.624; -3.520; 1.096; -4.2; 1.1; -4.4; 2.0;12.945; 0.643; 0.557; 0.488;11.809;11.718;11.618;U;2M
341.2503333;+58.1695556;22 45 00.08;+58 10 10.4;  8.927; 0.976;  8.018; 1.243;  7.0; 1.1;  2.0; 3.6;14.551; 1.059; 0.563; 0.881;12.815;12.419;12.330;U;2M
341.2544167;+58.1593056;22 45 01.06;+58 09 33.5;  2.842; 0.969; -2.177; 1.573; -5.9; 3.0;  1.3; 7.9;14.399; 1.012; 0.746; 0.734;12.789;12.605;12.465;U;2M
341.2639167;+58.2344444;22 45 03.34;+58 14 04.0;  3.595; 0.653; -2.661; 1.654;  2.0; 0.5; -5.5; 0.7;11.390; 0.793; 0.339; 0.593;10.122; 9.915; 9.823;U;2M
341.2667083;+58.2997500;22 45 04.01;+58 17 59.1;  4.059; 0.758;  1.557; 1.435;  2.5; 3.2; -3.4; 5.4;14.535; 0.931; 0.783; 0.650;13.059;12.783;12.638;U;2M
341.2813333;+58.0041111;22 45 07.52;+58 00 14.8; -4.696; 0.575; -3.553; 1.228; -6.5; 1.7; -5.7; 4.0;13.135; 0.905; 0.483; 0.728;11.591;11.356;11.247;U;2M
341.2832917;+57.7275556;22 45 07.99;+57 43 39.2; 15.677; 1.522;  4.233; 1.682; 18.1; 1.6; -4.8; 4.4;13.675; 1.113; 0.393; 0.971;11.743;11.333;11.211;U;2M
341.2841250;+57.9063056;22 45 08.19;+57 54 22.7; -1.390; 0.937; -1.563; 1.314; -7.1; 2.6; -3.7; 2.4;13.551; 0.467; 0.367; 0.347;12.745;12.635;12.620;U;2M
341.2899583;+58.0413056;22 45 09.59;+58 02 28.7; -3.207; 1.189; -5.212; 1.521; -5.4; 2.1; -4.0; 3.4;13.974; 0.964; 0.375; 0.788;12.324;12.042;11.973;U;2M
341.2915000;+58.4289167;22 45 09.96;+58 25 44.1; -1.821; 0.390; -2.270; 1.062; -2.0; 0.6; -1.3; 0.8;12.083; 0.981; 0.982; 0.613;10.536;10.392;10.267;U;2M
341.3082917;+57.7728889;22 45 13.99;+57 46 22.4;  0.001; 1.287; -1.468; 1.322;  0.6; 4.2;-18.3; 5.0;14.207; 0.630; 0.576; 0.508;13.063;12.955;12.838;U;2M
341.3094167;+57.8876389;22 45 14.26;+57 53 15.5;  0.370; 0.310;  2.464; 0.650; -1.9; 1.1; -0.2; 1.1;11.983; 0.439; 0.044; 0.304;11.242;11.199;11.151;U;2M
341.3128333;+57.6513056;22 45 15.08;+57 39 04.7;  1.490; 0.376; -0.675; 0.503; -1.1; 1.2; -1.0; 0.9;12.747; 0.509; 0.351; 0.368;11.843;11.814;11.663;U;2M
341.3150833;+58.1043056;22 45 15.62;+58 06 15.5;  0.612; 0.551; -2.062; 1.012; -3.0; 3.7;-12.3; 8.3;13.380; 0.630; 0.406; 0.418;12.356;12.260;12.244;U;2M
341.3159583;+57.8712778;22 45 15.83;+57 52 16.6; -0.616; 1.506; -4.539; 1.693; -1.9; 2.8; -7.4; 2.3;14.110; 0.691; 0.520; 0.558;12.893;12.708;12.652;U;2M
341.3171667;+58.2434444;22 45 16.12;+58 14 36.4;  4.058; 0.857; -7.918; 1.544;  1.6; 2.6; -3.4; 3.2;13.040; 1.575; 1.373; 1.392;10.309; 9.664; 9.487;U;2M
341.3214167;+57.8243611;22 45 17.14;+57 49 27.7; -2.633; 1.811; -2.277; 1.965; -0.7; 1.5; -2.3; 2.9;14.421; 0.706; 0.363; 0.647;12.979;12.847;12.706;U;2M
341.3216250;+57.9884167;22 45 17.19;+57 59 18.3;  1.008; 0.455; -3.249; 0.876; -6.4; 1.3; -3.9; 2.3;13.602; 0.473; 0.283; 0.348;12.817;12.719;12.666;U;2M
341.3226667;+58.3637500;22 45 17.44;+58 21 49.5;  3.136; 0.516;  0.334; 0.801; -1.1; 0.8;  0.1; 0.9;11.990; 1.611; 1.565; 1.398; 9.237; 8.607; 8.418;U;2M
341.3326667;+58.0993889;22 45 19.84;+58 05 57.8;  1.147; 0.483; -2.087; 1.080; -3.8; 0.7; -1.7; 1.3;12.905; 0.472; 0.350; 0.361;12.074;12.003;11.951;U;2M
341.3332917;+58.1872500;22 45 19.99;+58 11 14.1;  5.923; 1.158;  1.337; 1.174; -3.2; 5.9; -0.1; 1.8;14.152; 1.013; 0.429; 0.800;12.449;12.146;12.019;U;2M
341.3347500;+57.9565833;22 45 20.34;+57 57 23.7;-32.816; 0.507; -6.571; 1.270;-31.7; 0.6; -6.3; 0.9;10.617; 1.197; 1.000; 1.176; 8.459; 7.843; 7.732;U;2M
341.3349583;+57.7996667;22 45 20.39;+57 47 58.8; -1.511; 0.399; -1.490; 1.252; -1.7; 0.7; -3.2; 1.8;11.850; 1.441; 1.175; 1.399; 9.309; 8.717; 8.552;U;2M
341.3427917;+58.2629722;22 45 22.27;+58 15 46.7;  5.501; 1.092;  0.983; 1.277;  6.0; 4.1; -2.2; 4.5;13.812; 1.165; 0.626; 0.954;11.864;11.466;11.351;U;2M
341.3430000;+57.6570000;22 45 22.32;+57 39 25.2; 14.142; 0.526;  0.885; 0.670; 26.2; 1.3; -2.3; 3.7;12.922; 0.913; 0.266; 0.757;11.322;10.933;10.867;U;2M
